CompoundID,InChIKey,SMILES,logS,logP,MW
C4199,TWLUQYYWLRMIFH-UHFFFAOYSA-N,CCCNC(c1ccccc1)Cc1ccccc1.Cl,-3.964954582,5.1629,275.816
C4200,FRHWGEORUKRDBY-UHFFFAOYSA-N,ClCCN(Cc1ccccc1)CCOc1ccccc1.Cl,-3.964561888,4.6084,326.261
C4201,NLKSFKLPWZLDGG-UHFFFAOYSA-N,O=c1n(C)c2ccccc2[nH]c2c1cccc2,-3.963367801,2.582,224.258
C4202,GHICCUXQJBDNRN-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)I,-3.963121188,1.9894,248.018
C4203,IMQPGJKTCYTPEI-UHFFFAOYSA-N,CCCCCCCC(=O)c1ccc(cc1)N,-3.962696177,4.3932,219.323
C4204,BPKUDUSVDVLOPY-UHFFFAOYSA-N,Oc1ccc(cc1)C1(Oc2ccccc2NC1=O)c1ccc(cc1)O,-3.961789943,3.5105,333.337
C4205,FVQFIRWEWAQNBZ-UHFFFAOYSA-N,CNC(CCC12CC3CC(C2)CC(C1)C3)C.Cl,-3.961111307,4.7838,257.843
C4206,XXUJCIFAKQDYHT-UHFFFAOYSA-N,Cc1cc(OCCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.960981079,5.0797,398.54
C4207,QGUPBYVADAJUNT-UHFFFAOYSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N1CCOCC1)C.Cl,-3.960384587,4.8025,387.943
C459,HXGDTGSAIMULJN-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)C=C3,-3.96,3.3236,152.192
C460,USIUVYZYUHIAEV-UHFFFAOYSA-N,c1ccc(cc1)Oc1ccccc1,-3.96,3.4789,170.207
C461,DNXHEGUUPJUMQT-CBZIJGRNSA-N,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,-3.96,3.8174,270.366
C4208,DCOORNZXFCKEKZ-UHFFFAOYSA-N,CCCCOc1nc(C)nc(n1)NCC,-3.957312069,1.8637,210.276
C4209,YBTSMQLFDICCCT-UHFFFAOYSA-N,CN1C2CCC1CN(C2)CCOC(=O)C1(CCCC1)c1ccccc1,-3.957147219,2.6958,342.475
C4210,BEZZFPOZAYTVHN-UHFFFAOYSA-N,COC(=O)Nc1nc2c([nH]1)cc(cc2)S(=O)c1ccccc1,-3.956461293,3.8466,315.347
C4211,MYEJFUXQJGHEQK-ALRJYLEOSA-N,O[C@H]1[C@H](O[C@H]2CC[C@]3(C(=C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3c2ccc(=O)oc2)C)C)O[C@H]([C@@H]([C@H]1O)O)C,-3.955289712,3.0138,530.65
C4212,GIYXAJPCNFJEHY-UHFFFAOYSA-N,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F.Cl,-3.954481218,5.6279,345.787
C4213,SMMIJKYSLDYXRR-UHFFFAOYSA-N,OC(=O)C(=O)O.CNCCCC1(OC(c2c1cccc2)C)c1ccccc1,-3.952880157,3.5675,371.427
C4214,SQAYXAICYAMUOG-UHFFFAOYSA-N,CCC(Oc1ccc(cc1)C(=O)CCN1CCCCC1)C.Cl,-3.951952339,4.6625,325.873
C4215,VMAUDRNSDVRVPM-UHFFFAOYSA-N,CC(COc1ccc(cc1)C(=O)CCN1CCCCC1)C.Cl,-3.951952339,4.52,325.873
C4216,RQXCLMGKHJWMOA-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)CCN1CCCCC1,-3.951803175,3.7364,295.419
C4217,WGXCKFMVBAOIFH-UHFFFAOYSA-N,S=C=Nc1cccc(c1)Cl,-3.950738846,3.0743,169.631
C462,MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl,-3.95,3.9954,269.123
C463,UWIGKXXCHKVGHW-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccc(cc1)N,-3.95,3.5871,221.295
C464,KXGVEGMKQFWNSR-ASMMDWMDSA-N,O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)O)C)C)C,-3.95,4.4779,392.572
C465,ADIMAYPTOBDMTL-OAHLLOKOSA-N,O=C1Nc2ccc(cc2C(=N[C@@H]1O)c1ccccc1)Cl,-3.95,2.0215,286.713
C4218,ULULAZKOCFNOIM-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccc(cc1)O,-3.948968195,3.1293,222.28
C4219,IQNOBTBYHWYITG-UHFFFAOYSA-N,C[NH2+]CCCC1(OCCc2c1cccc2)c1ccccc1.[Cl-],-3.94834874,-0.5197,317.853
C4220,SVQPFJPZAKQLCE-TTWKNDKESA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)C2CCCCC2)cc(c1OC)OC.Cl.Cl,-3.946223412,5.1149,489.476
C4221,DLEXINLCPPEMMI-UHFFFAOYSA-N,CCCCCCS(=O)CCCCCC,-3.944798965,4.7614,218.399
C4222,WOHKFWLAUZYPMT-JVFQMWRPSA-N,COCC(=CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)C.Cl,-3.943969341,4.7832,377.948
C4223,GBIQBERJADTQJA-UHFFFAOYSA-M,[O-]C(=O)c1ccc(c(c1)I)F.[Na+],-3.94350658,0.7938,287.99
C4224,WVKIYGXHDKTNFO-UHFFFAOYSA-M,[O-]C(=O)C(c1cccc(c1)Oc1ccccc1)C.[Na+],-3.943458378,2.3323,264.252
C4225,BIRIVPOTERXIOW-UHFFFAOYSA-N,OC(=O)c1c[nH]c2c(c1=O)ccc(c2)C(F)(F)F,-3.943349307,2.2451,257.165
C4226,MAFHATNPZLRYJY-UHFFFAOYSA-M,CC([N+](C)(C)C)CN1c2ccccc2Sc2c1cccc2.[I-],-3.942247482,1.453,426.358
C4227,BGWJTLLALYACOG-UHFFFAOYSA-N,CCOP(=O)(Oc1ccc(cc1)[N+](=O)[O-])SCC,-3.941833629,4.3945,291.261
C4228,TZWJIEYUCJKWND-UHFFFAOYSA-N,OC(=O)C(c1ccccc1)NCc1ccccc1C,-3.941696881,3.3014,255.312
C4229,LYOMMGYLWUESDC-UHFFFAOYSA-M,ClCCN(c1cc(ccc1C)C(=O)NCC(=O)[O-])CCCl.[Na+],-3.940867556,1.1496,355.192
C4230,KNZADIMHVBBPOA-UHFFFAOYSA-N,CCCCOc1ccc(cc1)C(=O)CCN1CCCCC1.Cl,-3.940182121,4.6641,325.873
C466,LMINNBXUMGNKMM-UHFFFAOYSA-N,OC(=O)Cc1ccc2c(c1)N(C)c1c(S2)cccc1,-3.9400001,3.6112,271.334
C4231,UQZVCDCIMBLVNR-TWYODKAFSA-N,O=C(NS(=O)(=O)C)CCC/C=C\C[C@H]1C(=O)C[C@H]([C@@H]1/C=C/[C@H](COc1ccccc1)O)O,-3.939379349,3.2127,465.56
C4232,MPCWIZAWGSZCIC-UHFFFAOYSA-N,ClCCN(C(=O)NC(C(=O)O)C1CCCCC1)N=O,-3.937354154,2.3426,291.731
C4233,GDGCCLGDBQIELP-UHFFFAOYSA-N,CCCCOc1ccc(cc1)C(=O)OCCN(CC)CC.Cl,-3.936955536,4.1661,329.862
C4234,VKEBWCZVWZDPKV-UHFFFAOYSA-N,Cc1ccc(cc1)C1SCCS1,-3.936951961,3.4736,196.332
C4235,RQLUJIORESNTSA-UHFFFAOYSA-N,CNC(CC12CC3CC(C2)CC(C1)C3)C.Cl,-3.936818437,4.3937,243.816
C4236,BNQKBUOGDLGSFJ-UHFFFAOYSA-N,CCCN1CCC(C1)OC(=O)Nc1c(C)cccc1C,-3.936356634,3.3471,276.374
C4237,GQBBRMZCLIBJIM-UHFFFAOYSA-N,CCN1CCCC(C1)OC(=O)Nc1c(C)cccc1C,-3.936356634,3.3471,276.374
C4238,BYFMCKSPFYVMOU-UHFFFAOYSA-N,OC(=O)COc1nn(c2c1cccc2)Cc1ccccc1,-3.934041796,2.548,282.294
C4239,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,C1CCC(CC1)(N1CCCCC1)c1ccccc1,-3.933450532,4.2698,243.387
C4240,HEVSQLIUCMHBPN-UHFFFAOYSA-N,NCCc1c(C)n(c2c1cc(OC)cc2)Cc1ccccc1.Cl,-3.933051697,5.0101,330.852
C4241,MBGTZOAOUKGRQG-UHFFFAOYSA-N,CCCC[NH2+]CCOC(=O)c1cccc(c1OCCCC)OC.[Cl-],-3.932921684,-0.6016,359.888
C4242,ZCKYMTCEZUCVKI-UHFFFAOYSA-L,C[N+]1(CCC[N+]2(C)CCCCC2)CCCCC1.[I-].[I-],-3.932765584,-3.4369,494.237
C4243,SXPONSAEIRBHLH-UHFFFAOYSA-N,SCCNCCCCCOc1ncc(cc1Cl)Cl.Cl,-3.93125315,4.6498,345.716
C4244,NZVQLVGOZRELTG-UHFFFAOYSA-N,COc1c2c(=O)cc(oc2cc2c1cco2)C,-3.93061656,2.8562,230.216
C467,JTPNRXUCIXHOKM-UHFFFAOYSA-N,Clc1cccc2c1cccc2,-3.9300001,3.4932,162.616
C468,COGWTYZJZRNZQG-UHFFFAOYSA-N,Nc1ccc2c(c1)N(C)C(=O)c1c(O2)ccc(c1)C,-3.9300001,3.6057,254.284
C469,LEHOTFFKMJEONL-UHFFFAOYSA-N,O=c1[nH]c2c([nH]1)[nH]c(=O)[nH]c2=O,-3.9300001,-1.7672,168.11
C470,DNTHHIVFNQZZRD-QYCNPIGJSA-N,O=C1NC(=O)[C@@H]2[C@H]1[C@H]1/C(=C(/c3ccccn3)\c3ccccc3)/[C@@H]2C=C1[C@](c1ccccn1)(c1ccccc1)O,-3.9300001,4.6182,511.57
C471,HMIBKHHNXANVHR-UHFFFAOYSA-N,O=C(N(C)C)SCCCCOc1ccccc1,-3.9300001,3.2604,253.36
C4245,BLISXILRWQPCCP-UHFFFAOYSA-N,CCc1nc(NC(C)C)nc(n1)NC(C)C,-3.928979669,2.2206,223.318
C4246,RSVYIRQHLXEENT-UHFFFAOYSA-N,OC(=O)COc1ccc(c(c1Cl)Cl)C(c1cccs1)O,-3.928285057,3.6,333.187
C4247,PYTCKRXHAISOQN-UHFFFAOYSA-N,CCCCOc1nc(OCCCC)cc(c1)C(=O)N(N)C,-3.92756007,3.0854,295.377
C4248,WWKKKNWWXRBJSO-UHFFFAOYSA-N,CN1CC2CCC(C1)N2CCOC(=O)C1CCCC1c1ccccc1,-3.926112985,2.7677,342.475
C4249,SAADBVWGJQAEFS-UHFFFAOYSA-N,CCN(CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)CC,-3.925942914,3.5055,387.878
C4250,KRZXDTYOZAQOGL-UHFFFAOYSA-N,COc1cc(ccc1OCc1ccccc1)Cc1cnc(nc1N)N,-3.924572435,3.9818,336.388
C4251,WVADYUOPJSVCLD-UHFFFAOYSA-M,CCCN1C(=NC(=O)C(C1=O)(CC)CCC(C)C)[O-].[Na+],-3.922575887,1.7578,290.334
C4252,QEVHRUUCFGRFIF-MDEJGZGSSA-N,COc1ccc2c(c1)[nH]c1c2CCN2[C@@H]1C[C@H]1[C@@H](C2)C[C@H]([C@@H]([C@H]1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,-3.920833968,4.109,608.679
C4253,UHQRXMSDIYLZDO-UHFFFAOYSA-N,OC(=O)C(=O)O.CNCCC1(OC(c2c1cccc2)(C)C)c1ccccc1,-3.920545639,3.3515,371.427
C472,NLYNUTMZTCLNOO-UHFFFAOYSA-N,CON(C(=O)Nc1ccc(c(c1)Cl)Br)C,-3.9200001,3.2006,293.545
C4254,DOZRDZLFLOODMB-UHFFFAOYSA-N,O=Cc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,-3.916526232,3.7997,234.334
C4255,DUHUCHOQIDJXAT-CSXWOMMHSA-N,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-3.915389399,3.7742,332.477
C4256,OKBVVJOGVLARMR-QSWIMTSFSA-N,Nc1nc(cs1)/C(=N/OCC(=O)O)/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,-3.915293249,0.3652,453.45
C4257,BFLQZZJZTFQHKJ-UHFFFAOYSA-N,COc1cc(CCN(CC2CCc3c(N2)cccc3)C)ccc1OC,-3.915074696,3.743,340.459
C4258,NOESKWHLOMLRIG-UHFFFAOYSA-L,C[N+]1(CC[N+]2(C)CCCC2)CC2CCCC(C1)C2.[I-].[I-],-3.914788613,-3.581,506.248
C4259,YTBDPHYVGACIPC-UHFFFAOYSA-N,O=c1[nH]c(NCCSCc2nc[nH]c2C)ncc1Cc1ccc2c(c1)OCO2,-3.914043297,2.5392,399.467
C4260,FAPJKUXLWRHQRD-UHFFFAOYSA-N,CN(CCC12CC3CC(C1)CC(C2)(C3)CCN(C)C)C.Cl.Cl,-3.913344453,5.0804,351.398
C4261,JLBDOSAQLCZTSX-UHFFFAOYSA-N,O=C(c1ccccc1)c1cccc(c1)NS(=O)(=O)C(F)F,-3.912714536,4.0357,311.304
C4262,IBBLRJGOOANPTQ-JKVLGAQCSA-N,CCOC(=O)[C@@H](N[C@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)O)C)CCc1ccccc1.Cl,-3.91250101,3.6979,474.977
C4263,LWQZLQISFLBSGW-UHFFFAOYSA-N,ClC(=CCC1=C(O)c2c(C(=O)C1=O)cccc2)Cl,-3.912493514,3.4302,283.107
C4264,GWJMJKOULKJMQA-UHFFFAOYSA-M,[O-]S(=O)(=O)O.CC([N+](C)(C)C)CN1c2ccccc2Sc2c1cccc2,-3.910736125,4.5344,396.524
C4265,WWKINABOMDPLIE-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)S(=O)(=O)N)CCBr,-3.908183661,3.7113,386.103
C4266,NIACDRXJTWKKRD-UHFFFAOYSA-N,CCCCC(c1ccccc1)OC(=O)CCC(=O)O,-3.907583932,3.3259,264.317
C4267,DWTDGCXSUCRGEH-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1cccc(c1)C(F)(F)F)COc1ccccc1C(=O)C,-3.905613955,3.4728,422.441
C4268,ARPYQKTVRGFPIS-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)F)C,-3.905033823,3.822,285.27
C4269,QPJRVPQZLARJGF-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1cccc(c1)F)C,-3.905033823,3.822,285.27
C4270,LVDKGYHINGQDRF-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccccc1F)C,-3.905033823,3.822,285.27
C4271,PZPZDEIASIKHPY-UHFFFAOYSA-N,Nc1ccc(cc1C(=O)c1ccccc1)[N+](=O)[O-],-3.90422814,3.5124,242.23
C4272,PSFDQSOCUJVVGF-UHFFFAOYSA-N,Cc1nccc2c1[nH]c1c2cccc1,-3.903819882,3.0245,182.221
C4273,KODJEKMBSLNJIH-UHFFFAOYSA-N,CC(NC(c1ccccc1)Cc1ccccc1)C.Cl,-3.902806675,5.1613,275.816
C4274,UBWNEPDEJMUZTC-UHFFFAOYSA-N,CCCCCCCCCCCCNCCSS(=O)(=O)O,-3.901925519,5.5046,325.531
C4275,SWMGZHSQTIHKNA-UHFFFAOYSA-N,ClCCN(c1cc(ccc1C)C(=O)N1CCOCC1)CCCl,-3.900661581,2.6893,345.264
C473,BYYMILHAKOURNM-VIFPVBQESA-N,C[C@H](N(C(=O)Nc1ccc(cc1)Cl)C)C#C,-3.9000001,2.8984,236.697
C474,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C(=S)SSC(=S)N(C)C)C,-3.9000001,2.0608,240.433
C475,PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.9000001,4.7938,314.46
C4276,BSXDHIQUZKZSEK-UHFFFAOYSA-N,C[NH+](CCOC(c1ccc(cc1)C)c1ccc(cc1)C)C.[Cl-],-3.899672524,-0.4421,319.869
C4277,VZIVJQXNNVIFLG-UHFFFAOYSA-N,Cc1cccc(c1)C(c1ccccc1C)OCC[NH+](C)C.[Cl-],-3.899672524,-0.4421,319.869
C4278,RNFMKVCEDRZYHI-UHFFFAOYSA-N,Cc1ccc(cc1)C(c1ccccc1C)OCC[NH+](C)C.[Cl-],-3.899672524,-0.4421,319.869
C4279,MECHNRXZTMCUDQ-RKHKHRCZSA-N,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@@H](C(C)C)C)C)C)/C1,-3.899447308,7.641,396.648
C4280,ZQEHLMSPKOCPPS-UHFFFAOYSA-N,C[NH+]1C2CCC1CC(C2)OC(=O)C(=C)c1ccccc1Cl.[Cl-],-3.895866902,0.6777,342.26
C4281,NNYJOYIOFGFCFP-UHFFFAOYSA-N,C[NH+]1C2CCC1CC(C2)OC(=O)C(=C)c1cccc(c1)Cl.[Cl-],-3.895866902,0.6777,342.26
C4282,FFXJBGZEAHBHCF-UHFFFAOYSA-N,COP(=O)(Oc1ccc(c(c1)C(C)C)[N+](=O)[O-])OC,-3.894325673,4.0211,289.222
C4283,SHAYBENGXDALFF-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2c1cccc2.Cl,-3.892561256,5.0193,299.838
C4284,LYMCPICMHHGLKL-UHFFFAOYSA-N,Fc1cccc(c1)C(C(=O)c1ccccc1)CN1CCCC1.Cl,-3.891069358,4.6279,333.828
C4285,XWVNWXNQELAUTL-UHFFFAOYSA-N,Fc1cccc(c1)C(=O)C(c1ccccc1)CN1CCCC1.Cl,-3.891069358,4.6279,333.828
C4286,POKIXMUTMSQCFD-OISMXEOCSA-N,COc1cc(ccc1OC)/C(=[NH+]\OCC(=O)NCC[NH+]1CCOCC1)/c1nccc2c1cc(OC)c(c2)OC.[Cl-].[Cl-],-3.89098601,-4.8818,611.514
C476,ZJMWRROPUADPEA-SECBINFHSA-N,CC[C@H](c1ccccc1)C,-3.8900001,3.2001,134.218
C477,PJVWKTKQMONHTI-HNNXBMFYSA-N,CC(=O)C[C@H](c1c(=O)oc2c(c1O)cccc2)c1ccccc1,-3.8900001,3.6096,308.328
C4287,OXSRKPVVVMMMER-UHFFFAOYSA-N,CCCC1OC(CCC)OC(O1)CCC,-3.889494479,3.4284,216.317
C4288,GXKPARDRBFURON-UHFFFAOYSA-N,C1CSC(SC1)c1ccccc1,-3.888144102,3.5553,196.332
C4289,NTHXOOBQLCIOLC-UHFFFAOYSA-N,OCC(CN(c1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)NCC(CO)O)I)C(=O)C)O,-3.887068674,-0.8457,821.138
C4290,STJGROCZENGPFG-UHFFFAOYSA-N,ClCC[NH+](CCOc1ccccc1OC)CCOc1ccccc1OC.[Cl-],-3.885447798,-0.7107,416.339
C4291,LGLQBSMADBVAHQ-UHFFFAOYSA-N,CCN(c1nc(nc(n1)N(C)C)N(C)C)CC,-3.885413337,0.8498,238.333
C4292,XGJBEXXFJLMBJT-UHFFFAOYSA-N,CCC[NH+](C(CCC)CCC)CCC.[Cl-],-3.88406675,-0.3359,235.837
C4293,JCICIFOYVSPMHG-UHFFFAOYSA-N,O=C1Cc2c(N1c1c(Cl)cccc1Cl)cccc2,-3.881958079,4.2792,278.133
C4294,DHDSALKEOLDSSE-UHFFFAOYSA-N,CCCCCOc1ccccc1C(=O)C,-3.881498359,3.4582,206.281
C4295,LSQXNMXDFRRDSJ-UHFFFAOYSA-N,COc1cc(C)ccc1C(C)C,-3.881046339,3.127,164.244
C4296,UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(N(C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,-3.878765183,4.0622,339.474
C4297,FBSKJMQYURKNSU-ZLSOWSIRSA-N,OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,-3.876518311,-1.0159,624.587
C4298,SLFSSUKLMIHWLW-UHFFFAOYSA-N,CN1CCCC1c1c[nH]c2c1cc(OCc1ccccc1)cc2,-3.874578209,4.4515,306.401
C4299,CEQUUCYPMIWLLU-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)OC1CCN(C1)C(C)C,-3.873304888,3.3455,276.374
C4300,BWSSMIJUDVUASQ-UHFFFAOYSA-N,Clc1cc2NC(Cc3ccccc3)NS(=O)(=O)c2cc1S(=O)(=O)N,-3.87283088,4.5887,387.862
C4301,CSWDSRGWVHVGBE-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NC(C(=O)N2)[n+]1cccc(c1)C(=O)N)c1ccccc1Cl.[Cl-],-3.872694613,0.646,461.728
C4302,DEVLSRYIZQUILC-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NC(C(=O)N2)[n+]1ccc(cc1)C(=O)N)c1ccccc1Cl.[Cl-],-3.872694613,0.646,461.728
C4303,SFKAGNBDQIEJKL-QKWMYHQSSA-N,COc1ccc(cc1)CC(N1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)O.Cl,-3.872277482,4.7602,429.979
C4304,GIDHETAVKZYKOZ-BLSZYJJPSA-N,C/C=C/CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Br,-3.870328154,4.9227,378.346
C1683,XQYZDYMELSJDRZ-UHFFFAOYSA-N,"COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC	",-3.87 ,3.86,339.385
C4305,RUWKCARHAVFUFY-UHFFFAOYSA-L,CC[N+](CCOCC[N+](CC)(CC)CC)(CC)C.[Br-].[Br-],-3.868420247,-3.6261,420.267
C4306,TZRXHJWUDPFEEY-UHFFFAOYSA-N,[O-][N+](=O)OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],-3.866404138,0.8988,316.137
C4307,XWYBFXIUISNTQG-VKMGZQQJSA-N,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@H](C2)O,-3.866403255,2.7466,348.476
C4308,QWLHJVDRPZNVBS-UHFFFAOYSA-N,O=Cc1ccc(cc1)Oc1ccccc1,-3.86418035,3.2914,198.217
C4309,MPNVSKLDSKNFBT-SOFGYWHQSA-N,CCCCOc1ccc(cc1C)/C=C/C(=O)NO,-3.86398532,3.0834,249.306
C4310,LXACVVADKCRIQI-UHFFFAOYSA-N,CCOC(=O)c1c(C)ccc(c1OCC(=O)OCCN(C)C)C(C)C,-3.863709809,2.7787,351.437
C4311,QGHFKHLAYNXMED-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCC(=O)OCCCN(C)C)C(C)C,-3.863709809,2.7787,351.437
C4312,CLFJVCIWWFEVMI-UHFFFAOYSA-N,CCC(=O)OC1(C(=O)NC(=O)NC1=O)C(c1ccccc1)C,-3.863168752,1.5057,304.298
C4313,NUKDUWOUXNVQNT-BGNBUWATSA-N,O=C(/C=C/c1ccccc1)CCN1CCN(CC1)c1ccccc1F.Cl.Cl,-3.862923962,5.2272,411.34
C4314,FVDITDRRUMYAHJ-QVLKBJGCSA-N,O=C(/C=C/c1ccccc1)CCN1CCN(CC1)c1ccc(cc1)F.Cl.Cl,-3.862923962,5.2272,411.34
C4315,ZMISODWVFHHWNR-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,-3.86292348,3.2509,267.365
C4316,GRTOGORTSDXSFK-XJTZBENFSA-N,COC(=O)C1=CO[C@H]([C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1)C,-3.862860992,3.1167,352.427
C4317,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,O=c1cc(oc2c1cccc2)c1ccccc1,-3.862243562,3.46,222.239
C4318,UPCGRNOLIKUHRT-UHFFFAOYSA-N,CN(CCC[N+]1([O-])c2ccccc2S(=O)c2c1cc(cc2)C(C)(C)C)C.O.O,-3.861516351,5.3896,408.555
C4319,OJIOCNFCPOQZFN-UHFFFAOYSA-N,Cc1ccc(cc1)OC(=O)c1ccc(cc1O)N,-3.861418543,3.0832,243.258
C4320,UFMAXJGHHZKXIO-UHFFFAOYSA-N,CC1CCCCN1CCCCOC(=O)c1ccccc1,-3.86131211,3.4359,275.386
C4321,ITIONVBQFUNVJV-UHFFFAOYSA-N,CCN1C(=O)c2c(C1Nc1ccc(cc1)OCCN1CCCCC1)cccc2,-3.859222531,4.0865,379.495
C4322,RGYOCHMZSLUCNP-UHFFFAOYSA-N,N#CC(c1cccc(c1)C(=O)c1ccccc1)C,-3.858378486,3.54468,235.281
C4323,VABCILAOYCMVPS-UHFFFAOYSA-N,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)[N+](=O)[O-],-3.857187469,4.041,353.325
C4324,XZLBXQZCBMFFQT-UHFFFAOYSA-N,CCOC(=O)c1c(C)ccc(c1OCC(CNC(C)C)O)C(C)C,-3.856124431,3.4237,337.454
C4325,QTQPVLDZQVPLGV-UHFFFAOYSA-N,CN(CC(CN1c2ccccc2S(=O)(=O)c2c1cccc2)C)C,-3.855211214,4.3144,330.444
C4326,WISVKXCNQOLCJL-UHFFFAOYSA-N,O=C(C(C)(C)C)COc1ccc(cc1)Cl,-3.854392258,3.334,226.699
C4327,RMQKPRRJSKFBRU-UHFFFAOYSA-N,CCOC(=O)C(c1ccccc1)(C(=O)NCCN(CC)CC)CC,-3.854005531,2.7464,334.453
C4328,MBEIYAXOZCKVDR-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(C2)CCCc1ccccc1,-3.853857467,2.5802,286.412
C4329,YQULREKUYCCSJA-UHFFFAOYSA-N,Oc1cccc(c1)Nc1ccccc1C(=O)O,-3.853370202,2.907,229.231
C4330,FJQXCDYVZAHXNS-UNTBIKODSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)C[C@H]([NH+](C)C)C.[Cl-],-3.853222647,-0.1211,345.906
C4331,FJQXCDYVZAHXNS-LMOVPXPDSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C.Cl,-3.853222647,5.094,345.906
C4332,PXLPCZJACKUXGP-UHFFFAOYSA-N,CCc1nc(N)nc(c1c1ccc(c(c1)Cl)Cl)N,-3.853016544,4.3396,283.156
C4333,FHRIDUNQMHKUNM-TTWKNDKESA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)CCc2ccccc2)cc(c1OC)OC.Cl.Cl,-3.852707617,5.0249,511.481
C4334,YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C1c2ccccc2c2c1cccc2,-3.852477078,2.898,180.202
C4335,ZAHXYMFVNNUHCP-UHFFFAOYSA-N,C1CN=C(N1)Cc1cccc2c1cccc2.[O-][N+](=O)O,-3.852295679,2.3239,273.287
C4336,NPKOWFSBIXNSIE-UHFFFAOYSA-N,CCN(CCOCc1cc(Br)cc(c1OC)Br)CC,-3.852217838,4.0786,395.13
C4337,BYVXYEQOFCJKRP-UHFFFAOYSA-M,C[N+](Cc1ccccc1)(CCOCCC1CCC2CC1C2(C)C)C.[Br-],-3.851321841,1.746,410.431
C4338,KZLNXGBVFTWMPS-UHFFFAOYSA-N,CCN(C(=O)C1CN2CCc3c(C2CC1OC(=O)C)cc(c(c3)OC)OC)CC.Cl,-3.85131252,3.1629,440.961
